time,shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),temperature_2m (°C),cloud_cover (%),global_tilted_irradiance (W/m²)
2025-03-09 00:00:00,0.0,0.0,0.0,0.0,4.8,0.0,0.0
2025-03-09 00:15:00,0.0,0.0,0.0,0.0,4.725,0.0,0.0
2025-03-09 00:30:00,0.0,0.0,0.0,0.0,4.65,0.0,0.0
2025-03-09 00:45:00,0.0,0.0,0.0,0.0,4.575,0.0,0.0
2025-03-09 01:00:00,0.0,0.0,0.0,0.0,4.5,0.0,0.0
2025-03-09 01:15:00,0.0,0.0,0.0,0.0,4.15,4.75,0.0
2025-03-09 01:30:00,0.0,0.0,0.0,0.0,3.8,9.5,0.0
2025-03-09 01:45:00,0.0,0.0,0.0,0.0,3.45,14.25,0.0
2025-03-09 02:00:00,0.0,0.0,0.0,0.0,3.1,19.0,0.0
2025-03-09 02:15:00,0.0,0.0,0.0,0.0,3.05,39.25,0.0
2025-03-09 02:30:00,0.0,0.0,0.0,0.0,3.0,59.5,0.0
2025-03-09 02:45:00,0.0,0.0,0.0,0.0,2.95,79.75,0.0
2025-03-09 03:00:00,0.0,0.0,0.0,0.0,2.9,100.0,0.0
2025-03-09 03:15:00,0.0,0.0,0.0,0.0,2.8,100.0,0.0
2025-03-09 03:30:00,0.0,0.0,0.0,0.0,2.7,100.0,0.0
2025-03-09 03:45:00,0.0,0.0,0.0,0.0,2.6,100.0,0.0
2025-03-09 04:00:00,0.0,0.0,0.0,0.0,2.5,100.0,0.0
2025-03-09 04:15:00,0.0,0.0,0.0,0.0,2.425,100.0,0.0
2025-03-09 04:30:00,0.0,0.0,0.0,0.0,2.35,100.0,0.0
2025-03-09 04:45:00,0.0,0.0,0.0,0.0,2.2750000000000004,100.0,0.0
2025-03-09 05:00:00,0.0,0.0,0.0,0.0,2.2,100.0,0.0
2025-03-09 05:15:00,0.0,0.0,0.0,0.0,2.1,100.0,0.0
2025-03-09 05:30:00,0.0,0.0,0.0,0.0,2.0,100.0,0.0
2025-03-09 05:45:00,0.0,0.0,0.0,0.0,1.9000000000000001,100.0,0.0
2025-03-09 06:00:00,0.0,0.0,0.0,0.0,1.8,100.0,0.0
2025-03-09 06:15:00,0.0,0.0,0.0,0.0,1.775,100.0,0.0
2025-03-09 06:30:00,0.0,0.0,0.0,0.0,1.75,100.0,0.0
2025-03-09 06:45:00,0.0,0.0,0.0,0.0,1.725,100.0,0.0
2025-03-09 07:00:00,0.0,0.0,0.0,0.0,1.7,100.0,0.0
2025-03-09 07:15:00,6.25,6.25,0.0,0.0,1.775,100.0,3.75
2025-03-09 07:30:00,12.5,12.5,0.0,0.0,1.85,100.0,7.5
2025-03-09 07:45:00,18.75,18.75,0.0,0.0,1.925,100.0,11.25
2025-03-09 08:00:00,25.0,25.0,0.0,0.0,2.0,100.0,15.0
2025-03-09 08:15:00,41.5,39.0,2.5,11.675,2.3,100.0,23.65
2025-03-09 08:30:00,58.0,53.0,5.0,23.35,2.6,100.0,32.3
2025-03-09 08:45:00,74.5,67.0,7.5,35.025000000000006,2.9000000000000004,100.0,40.95
2025-03-09 09:00:00,91.0,81.0,10.0,46.7,3.2,100.0,49.6
2025-03-09 09:15:00,116.25,97.5,18.75,69.25,3.425,100.0,60.375
2025-03-09 09:30:00,141.5,114.0,27.5,91.80000000000001,3.65,100.0,71.15
2025-03-09 09:45:00,166.75,130.5,36.25,114.35000000000001,3.875,100.0,81.92500000000001
2025-03-09 10:00:00,192.0,147.0,45.0,136.9,4.1,100.0,92.7
2025-03-09 10:15:00,231.0,143.25,87.75,232.275,4.699999999999999,98.0,94.725
2025-03-09 10:30:00,270.0,139.5,130.5,327.65,5.3,96.0,96.75
2025-03-09 10:45:00,309.0,135.75,173.25,423.025,5.9,94.0,98.775
2025-03-09 11:00:00,348.0,132.0,216.0,518.4,6.5,92.0,100.8
2025-03-09 11:15:00,365.0,129.5,235.5,544.525,6.825,93.75,101.25
2025-03-09 11:30:00,382.0,127.0,255.0,570.65,7.15,95.5,101.69999999999999
2025-03-09 11:45:00,399.0,124.5,274.5,596.775,7.475,97.25,102.14999999999999
2025-03-09 12:00:00,416.0,122.0,294.0,622.9,7.8,99.0,102.6
2025-03-09 12:15:00,421.75,126.0,295.75,620.475,8.025,99.25,105.425
2025-03-09 12:30:00,427.5,130.0,297.5,618.05,8.25,99.5,108.25
2025-03-09 12:45:00,433.25,134.0,299.25,615.625,8.475,99.75,111.075
2025-03-09 13:00:00,439.0,138.0,301.0,613.2,8.7,100.0,113.9
2025-03-09 13:15:00,431.5,143.25,288.25,592.325,9.075,100.0,149.95000000000002
2025-03-09 13:30:00,424.0,148.5,275.5,571.45,9.45,100.0,186.0
2025-03-09 13:45:00,416.5,153.75,262.75,550.575,9.825,100.0,222.05
2025-03-09 14:00:00,409.0,159.0,250.0,529.7,10.2,100.0,258.1
2025-03-09 14:15:00,395.25,154.25,241.0,525.6500000000001,10.299999999999999,100.0,284.15000000000003
2025-03-09 14:30:00,381.5,149.5,232.0,521.6,10.399999999999999,100.0,310.20000000000005
2025-03-09 14:45:00,367.75,144.75,223.0,517.55,10.5,100.0,336.25
2025-03-09 15:00:00,354.0,140.0,214.0,513.5,10.6,100.0,362.3
2025-03-09 15:15:00,330.5,134.5,196.0,493.075,10.525,100.0,369.25
2025-03-09 15:30:00,307.0,129.0,178.0,472.65,10.45,100.0,376.20000000000005
2025-03-09 15:45:00,283.5,123.5,160.0,452.225,10.375,100.0,383.15000000000003
2025-03-09 16:00:00,260.0,118.0,142.0,431.8,10.3,100.0,390.1
2025-03-09 16:15:00,229.75,111.75,118.0,377.5,10.100000000000001,100.0,354.05
2025-03-09 16:30:00,199.5,105.5,94.0,323.2,9.9,100.0,318.0
2025-03-09 16:45:00,169.25,99.25,70.0,268.9,9.7,100.0,281.95000000000005
2025-03-09 17:00:00,139.0,93.0,46.0,214.6,9.5,100.0,245.9
2025-03-09 17:15:00,114.25,78.5,35.75,172.125,9.2,100.0,200.4
2025-03-09 17:30:00,89.5,64.0,25.5,129.65,8.9,100.0,154.9
2025-03-09 17:45:00,64.75,49.5,15.25,87.17500000000001,8.600000000000001,100.0,109.4
2025-03-09 18:00:00,40.0,35.0,5.0,44.7,8.3,100.0,63.9
2025-03-09 18:15:00,30.0,26.25,3.75,33.525000000000006,8.025,100.0,47.925
2025-03-09 18:30:00,20.0,17.5,2.5,22.35,7.75,100.0,31.95
2025-03-09 18:45:00,10.0,8.75,1.25,11.174999999999997,7.4750000000000005,100.0,15.975000000000001
2025-03-09 19:00:00,0.0,0.0,0.0,0.0,7.2,100.0,0.0
2025-03-09 19:15:00,0.0,0.0,0.0,0.0,6.95,100.0,0.0
2025-03-09 19:30:00,0.0,0.0,0.0,0.0,6.7,100.0,0.0
2025-03-09 19:45:00,0.0,0.0,0.0,0.0,6.45,100.0,0.0
2025-03-09 20:00:00,0.0,0.0,0.0,0.0,6.2,100.0,0.0
2025-03-09 20:15:00,0.0,0.0,0.0,0.0,6.075,99.75,0.0
2025-03-09 20:30:00,0.0,0.0,0.0,0.0,5.95,99.5,0.0
2025-03-09 20:45:00,0.0,0.0,0.0,0.0,5.825,99.25,0.0
2025-03-09 21:00:00,0.0,0.0,0.0,0.0,5.7,99.0,0.0
2025-03-09 21:15:00,0.0,0.0,0.0,0.0,5.65,95.5,0.0
2025-03-09 21:30:00,0.0,0.0,0.0,0.0,5.6,92.0,0.0
2025-03-09 21:45:00,0.0,0.0,0.0,0.0,5.55,88.5,0.0
2025-03-09 22:00:00,0.0,0.0,0.0,0.0,5.5,85.0,0.0
2025-03-09 22:15:00,0.0,0.0,0.0,0.0,5.425,70.5,0.0
2025-03-09 22:30:00,0.0,0.0,0.0,0.0,5.35,56.0,0.0
2025-03-09 22:45:00,0.0,0.0,0.0,0.0,5.275,41.5,0.0
2025-03-09 23:00:00,0.0,0.0,0.0,0.0,5.2,27.0,0.0
2025-03-09 23:15:00,0.0,0.0,0.0,0.0,5.1,22.25,0.0
2025-03-09 23:30:00,0.0,0.0,0.0,0.0,5.0,17.5,0.0
2025-03-09 23:45:00,0.0,0.0,0.0,0.0,4.9,12.75,0.0
2025-03-10 00:00:00,0.0,0.0,0.0,0.0,4.8,8.0,0.0
2025-03-10 00:15:00,0.0,0.0,0.0,0.0,4.65,8.0,0.0
2025-03-10 00:30:00,0.0,0.0,0.0,0.0,4.5,8.0,0.0
2025-03-10 00:45:00,0.0,0.0,0.0,0.0,4.35,8.0,0.0
2025-03-10 01:00:00,0.0,0.0,0.0,0.0,4.2,8.0,0.0
2025-03-10 01:15:00,0.0,0.0,0.0,0.0,3.975,6.25,0.0
2025-03-10 01:30:00,0.0,0.0,0.0,0.0,3.75,4.5,0.0
2025-03-10 01:45:00,0.0,0.0,0.0,0.0,3.525,2.75,0.0
2025-03-10 02:00:00,0.0,0.0,0.0,0.0,3.3,1.0,0.0
2025-03-10 02:15:00,0.0,0.0,0.0,0.0,3.1999999999999997,0.75,0.0
2025-03-10 02:30:00,0.0,0.0,0.0,0.0,3.0999999999999996,0.5,0.0
2025-03-10 02:45:00,0.0,0.0,0.0,0.0,3.0,0.25,0.0
2025-03-10 03:00:00,0.0,0.0,0.0,0.0,2.9,0.0,0.0
2025-03-10 03:15:00,0.0,0.0,0.0,0.0,2.8,0.0,0.0
2025-03-10 03:30:00,0.0,0.0,0.0,0.0,2.7,0.0,0.0
2025-03-10 03:45:00,0.0,0.0,0.0,0.0,2.6,0.0,0.0
2025-03-10 04:00:00,0.0,0.0,0.0,0.0,2.5,0.0,0.0
2025-03-10 04:15:00,0.0,0.0,0.0,0.0,2.425,0.0,0.0
2025-03-10 04:30:00,0.0,0.0,0.0,0.0,2.35,0.0,0.0
2025-03-10 04:45:00,0.0,0.0,0.0,0.0,2.2750000000000004,0.0,0.0
2025-03-10 05:00:00,0.0,0.0,0.0,0.0,2.2,0.0,0.0
2025-03-10 05:15:00,0.0,0.0,0.0,0.0,2.1500000000000004,0.0,0.0
2025-03-10 05:30:00,0.0,0.0,0.0,0.0,2.1,0.0,0.0
2025-03-10 05:45:00,0.0,0.0,0.0,0.0,2.05,0.0,0.0
2025-03-10 06:00:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-03-10 06:15:00,0.0,0.0,0.0,0.0,1.925,0.5,0.0
2025-03-10 06:30:00,0.0,0.0,0.0,0.0,1.85,1.0,0.0
2025-03-10 06:45:00,0.0,0.0,0.0,0.0,1.775,1.5,0.0
2025-03-10 07:00:00,0.0,0.0,0.0,0.0,1.7,2.0,0.0
2025-03-10 07:15:00,13.75,6.0,7.75,67.625,1.95,3.25,4.375
2025-03-10 07:30:00,27.5,12.0,15.5,135.25,2.2,4.5,8.75
2025-03-10 07:45:00,41.25,18.0,23.25,202.875,2.45,5.75,13.125
2025-03-10 08:00:00,55.0,24.0,31.0,270.5,2.7,7.0,17.5
2025-03-10 08:15:00,86.25,31.0,55.25,348.15,3.175,5.25,24.125
2025-03-10 08:30:00,117.5,38.0,79.5,425.8,3.65,3.5,30.75
2025-03-10 08:45:00,148.75,45.0,103.75,503.45000000000005,4.125,1.75,37.375
2025-03-10 09:00:00,180.0,52.0,128.0,581.1,4.6,0.0,44.0
2025-03-10 09:15:00,211.5,55.25,156.25,615.725,5.1,0.0,48.775
2025-03-10 09:30:00,243.0,58.5,184.5,650.35,5.6,0.0,53.55
2025-03-10 09:45:00,274.5,61.75,212.75,684.975,6.1,0.0,58.325
2025-03-10 10:00:00,306.0,65.0,241.0,719.6,6.6,0.0,63.1
2025-03-10 10:15:00,331.5,66.75,264.75,738.375,7.074999999999999,0.0,66.525
2025-03-10 10:30:00,357.0,68.5,288.5,757.1500000000001,7.55,0.0,69.95
2025-03-10 10:45:00,382.5,70.25,312.25,775.9250000000001,8.025,0.0,73.375
2025-03-10 11:00:00,408.0,72.0,336.0,794.7,8.5,0.0,76.8
2025-03-10 11:15:00,424.25,73.25,351.0,803.1500000000001,8.85,0.0,79.05
2025-03-10 11:30:00,440.5,74.5,366.0,811.6,9.2,0.0,81.3
2025-03-10 11:45:00,456.75,75.75,381.0,820.05,9.55,0.0,83.55
2025-03-10 12:00:00,473.0,77.0,396.0,828.5,9.9,0.0,85.8
2025-03-10 12:15:00,478.75,76.75,402.0,832.75,10.075,0.0,86.825
2025-03-10 12:30:00,484.5,76.5,408.0,837.0,10.25,0.0,87.85
2025-03-10 12:45:00,490.25,76.25,414.0,841.25,10.425,0.0,88.875
2025-03-10 13:00:00,496.0,76.0,420.0,845.5,10.6,0.0,89.9
2025-03-10 13:15:00,490.0,75.75,414.25,841.875,10.675,0.0,142.85
2025-03-10 13:30:00,484.0,75.5,408.5,838.25,10.75,0.0,195.8
2025-03-10 13:45:00,478.0,75.25,402.75,834.625,10.825,0.0,248.75
2025-03-10 14:00:00,472.0,75.0,397.0,831.0,10.9,0.0,301.7
2025-03-10 14:15:00,455.5,74.5,381.0,820.375,10.875,0.25,344.425
2025-03-10 14:30:00,439.0,74.0,365.0,809.75,10.850000000000001,0.5,387.15
2025-03-10 14:45:00,422.5,73.5,349.0,799.125,10.825000000000001,0.75,429.875
2025-03-10 15:00:00,406.0,73.0,333.0,788.5,10.8,1.0,472.6
2025-03-10 15:15:00,378.75,72.25,306.5,761.15,10.725000000000001,3.0,490.775
2025-03-10 15:30:00,351.5,71.5,280.0,733.8,10.65,5.0,508.95
2025-03-10 15:45:00,324.25,70.75,253.5,706.45,10.575,7.0,527.125
2025-03-10 16:00:00,297.0,70.0,227.0,679.1,10.5,9.0,545.3
2025-03-10 16:15:00,265.0,66.0,199.0,640.225,10.3,9.75,533.275
2025-03-10 16:30:00,233.0,62.0,171.0,601.35,10.1,10.5,521.25
2025-03-10 16:45:00,201.0,58.0,143.0,562.475,9.899999999999999,11.25,509.22499999999997
2025-03-10 17:00:00,169.0,54.0,115.0,523.6,9.7,12.0,497.2
2025-03-10 17:15:00,139.75,47.0,92.75,449.52500000000003,9.149999999999999,16.5,431.42499999999995
2025-03-10 17:30:00,110.5,40.0,70.5,375.45000000000005,8.6,21.0,365.65
2025-03-10 17:45:00,81.25,33.0,48.25,301.375,8.05,25.5,299.875
2025-03-10 18:00:00,52.0,26.0,26.0,227.3,7.5,30.0,234.1
2025-03-10 18:15:00,39.0,19.5,19.5,170.47500000000002,6.875,47.5,175.575
2025-03-10 18:30:00,26.0,13.0,13.0,113.65,6.25,65.0,117.05
2025-03-10 18:45:00,13.0,6.5,6.5,56.82499999999999,5.625,82.5,58.525000000000006
2025-03-10 19:00:00,0.0,0.0,0.0,0.0,5.0,100.0,0.0
2025-03-10 19:15:00,0.0,0.0,0.0,0.0,4.775,100.0,0.0
2025-03-10 19:30:00,0.0,0.0,0.0,0.0,4.55,100.0,0.0
2025-03-10 19:45:00,0.0,0.0,0.0,0.0,4.324999999999999,100.0,0.0
2025-03-10 20:00:00,0.0,0.0,0.0,0.0,4.1,100.0,0.0
2025-03-10 20:15:00,0.0,0.0,0.0,0.0,4.1499999999999995,100.0,0.0
2025-03-10 20:30:00,0.0,0.0,0.0,0.0,4.199999999999999,100.0,0.0
2025-03-10 20:45:00,0.0,0.0,0.0,0.0,4.25,100.0,0.0
2025-03-10 21:00:00,0.0,0.0,0.0,0.0,4.3,100.0,0.0
2025-03-10 21:15:00,0.0,0.0,0.0,0.0,4.425,100.0,0.0
2025-03-10 21:30:00,0.0,0.0,0.0,0.0,4.55,100.0,0.0
2025-03-10 21:45:00,0.0,0.0,0.0,0.0,4.675,100.0,0.0
2025-03-10 22:00:00,0.0,0.0,0.0,0.0,4.8,100.0,0.0
2025-03-10 22:15:00,0.0,0.0,0.0,0.0,4.8,100.0,0.0
2025-03-10 22:30:00,0.0,0.0,0.0,0.0,4.8,100.0,0.0
2025-03-10 22:45:00,0.0,0.0,0.0,0.0,4.8,100.0,0.0
2025-03-10 23:00:00,0.0,0.0,0.0,0.0,4.8,100.0,0.0
2025-03-10 23:15:00,0.0,0.0,0.0,0.0,4.675,100.0,0.0
2025-03-10 23:30:00,0.0,0.0,0.0,0.0,4.55,100.0,0.0
2025-03-10 23:45:00,0.0,0.0,0.0,0.0,4.425,100.0,0.0
2025-03-11 00:00:00,0.0,0.0,0.0,0.0,4.3,100.0,0.0
2025-03-11 00:15:00,0.0,0.0,0.0,0.0,4.2,100.0,0.0
